IdSensore;Tipologia;IdTipologia;UnitaMisura;DataMinimaRT;DataMinimaPubblicazione;DataMassimaRT;UTM Nord;UTM Est;Quota;idStazione;Nome;Provincia;Comune
6474;Radiazione Globale;12;W/m²;13/12/1996;;10/12/2018;5048975;479783;204;557;Lonate Pozzolo v.Veneto;VA;Lonate Pozzolo
6476;Radiazione Globale;12;W/m²;20/03/2000;;30/10/2020;5055150;477613;210;559;Somma Lombardo v.Facchinetti;VA;Somma Lombardo
6588;Radiazione Globale;12;W/m²;01/01/1998;;15/07/2008;5077479;530713;214;574;Lecco v. Amendola;LC;Lecco
6597;Umidità Relativa;11;%;21/03/2002;;06/05/2024;5038105;514918;129;501;Milano v.Marche;MI;Milano
6603;Umidità Relativa;11;%;07/11/1991;;10/12/2018;5050810;488313;222;555;Busto Arsizio v.Magenta;VA;Busto Arsizio
6694;Precipitazione;2;mm;01/06/2002;;06/05/2024;5004590;512932;77;642;Pavia v. Folperti;PV;Pavia
6696;Radiazione Globale;12;W/m²;01/06/2002;;06/05/2024;5004590;512932;77;642;Pavia v. Folperti;PV;Pavia
6698;Temperatura;3;°C;01/06/2002;;06/05/2024;5004590;512932;77;642;Pavia v. Folperti;PV;Pavia
6699;Umidità Relativa;11;%;01/06/2002;;06/05/2024;5004590;512932;77;642;Pavia v. Folperti;PV;Pavia
6717;Direzione Vento;10;°;24/01/2004;;09/10/2013;5019220;489053;107;644;Vigevano v.Petrarca;PV;Vigevano
6723;Precipitazione;2;mm;24/01/2004;;09/10/2013;5019220;489053;107;644;Vigevano v.Petrarca;PV;Vigevano
6725;Radiazione Globale;12;W/m²;24/01/2004;;09/10/2013;5019220;489053;107;644;Vigevano v.Petrarca;PV;Vigevano
6727;Temperatura;3;°C;24/01/2004;;09/10/2013;5019220;489053;107;644;Vigevano v.Petrarca;PV;Vigevano
6728;Umidità Relativa;11;%;24/01/2004;;09/10/2013;5019220;489053;107;644;Vigevano v.Petrarca;PV;Vigevano
6729;Velocità Vento;9;m/s;24/01/2004;;09/10/2013;5019220;489053;107;644;Vigevano v.Petrarca;PV;Vigevano
6788;Direzione Vento;10;°;15/10/1997;;06/05/2024;5040836;595170;125;653;Brescia v.Ziziola;BS;Brescia
6792;Precipitazione;2;mm;15/10/1997;;06/05/2024;5040836;595170;125;653;Brescia v.Ziziola;BS;Brescia
6795;Temperatura;3;°C;17/10/1997;;06/05/2024;5040836;595170;125;653;Brescia v.Ziziola;BS;Brescia
6796;Umidità Relativa;11;%;18/11/2003;;06/05/2024;5040836;595170;125;653;Brescia v.Ziziola;BS;Brescia
6797;Velocità Vento;9;m/s;15/10/1997;;06/05/2024;5040836;595170;125;653;Brescia v.Ziziola;BS;Brescia
6800;Direzione Vento;10;°;01/01/1990;;10/12/2018;5055826;593900;269;654;Sarezzo v.Minelli;BS;Sarezzo
6806;Velocità Vento;9;m/s;01/01/1990;;10/12/2018;5055826;593900;269;654;Sarezzo v.Minelli;BS;Sarezzo
6815;Direzione Vento;10;°;01/01/1990;;06/05/2024;5011493;601945;47;656;Gambara v.Parma;BS;Gambara
6819;Precipitazione;2;mm;01/01/1990;;06/05/2024;5011493;601945;47;656;Gambara v.Parma;BS;Gambara
6823;Temperatura;3;°C;01/01/1990;;06/05/2024;5011493;601945;47;656;Gambara v.Parma;BS;Gambara
6824;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5011493;601945;47;656;Gambara v.Parma;BS;Gambara
6825;Velocità Vento;9;m/s;01/01/1990;;06/05/2024;5011493;601945;47;656;Gambara v.Parma;BS;Gambara
6834;Temperatura;3;°C;01/01/1990;;06/05/2024;5035536;615762;180;657;Lonato del Garda v.del Marchesino;BS;Lonato del Garda
6835;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5035536;615762;180;657;Lonato del Garda v.del Marchesino;BS;Lonato del Garda
6846;Precipitazione;2;mm;22/02/2006;;06/05/2024;5055661;608260;349;659;Odolo v.Praes;BS;Odolo
6849;Temperatura;3;°C;08/10/1990;;06/05/2024;5055661;608260;349;659;Odolo v.Praes;BS;Odolo
6850;Umidità Relativa;11;%;01/01/1999;;06/05/2024;5055661;608260;349;659;Odolo v.Praes;BS;Odolo
6986;Precipitazione;2;mm;21/01/2006;;06/05/2024;5076576;527307;247;679;Valmadrera v.Pozzi;LC;Valmadrera
6987;Direzione Vento;10;°;01/03/2006;;06/05/2024;5076576;527307;247;679;Valmadrera v.Pozzi;LC;Valmadrera
6990;Radiazione Globale;12;W/m²;02/02/2006;;06/05/2024;5076576;527307;247;679;Valmadrera v.Pozzi;LC;Valmadrera
6992;Temperatura;3;°C;02/02/2006;;06/05/2024;5076576;527307;247;679;Valmadrera v.Pozzi;LC;Valmadrera
6994;Umidità Relativa;11;%;02/02/2006;;06/05/2024;5076576;527307;247;679;Valmadrera v.Pozzi;LC;Valmadrera
7025;Direzione Vento;10;°;22/11/2006;;06/05/2024;5051773;481053;215;687;Ferno v.Di Dio;VA;Ferno
7028;Radiazione Globale;12;W/m²;21/11/2006;;06/05/2024;5051773;481053;215;687;Ferno v.Di Dio;VA;Ferno
7029;Temperatura;3;°C;05/11/2006;;06/05/2024;5051773;481053;215;687;Ferno v.Di Dio;VA;Ferno
7030;Umidità Relativa;11;%;05/11/2006;;06/05/2024;5051773;481053;215;687;Ferno v.Di Dio;VA;Ferno
7042;Direzione Vento;10;°;19/12/2006;;03/03/2021;5030184;631718;113;695;Ponti sul Mincio v.San Martino;MN;Ponti sul Mincio
7043;Precipitazione;2;mm;19/12/2006;;06/05/2024;5030184;631718;113;695;Ponti sul Mincio v.San Martino;MN;Ponti sul Mincio
7045;Radiazione Globale;12;W/m²;19/12/2006;;06/05/2024;5030184;631718;113;695;Ponti sul Mincio v.San Martino;MN;Ponti sul Mincio
7046;Temperatura;3;°C;19/12/2006;;06/05/2024;5030184;631718;113;695;Ponti sul Mincio v.San Martino;MN;Ponti sul Mincio
7047;Umidità Relativa;11;%;19/12/2006;;06/05/2024;5030184;631718;113;695;Ponti sul Mincio v.San Martino;MN;Ponti sul Mincio
7048;Velocità Vento;9;m/s;19/12/2006;;03/03/2021;5030184;631718;113;695;Ponti sul Mincio v.San Martino;MN;Ponti sul Mincio
8001;Precipitazione;2;mm;01/01/1998;;19/09/2018;4963190;515657;485;855;Varzi v.Mazzini;PV;Varzi
8002;Temperatura;3;°C;01/01/1998;;19/09/2018;4963190;515657;485;855;Varzi v.Mazzini;PV;Varzi
8004;Precipitazione;2;mm;01/01/1998;;06/05/2024;4947846;517168;1363;857;Santa Margherita di Staffora Passo del Giovà;PV;Santa Margherita di Staffora
8005;Temperatura;3;°C;01/01/1998;;06/05/2024;4947846;517168;1363;857;Santa Margherita di Staffora Passo del Giovà;PV;Santa Margherita di Staffora
8006;Precipitazione;2;mm;01/01/1998;;06/05/2024;4973248;515391;501;856;Fortunago ;PV;Fortunago
8007;Temperatura;3;°C;01/01/1998;;06/05/2024;4973248;515391;501;856;Fortunago ;PV;Fortunago
8008;Temperatura;3;°C;01/01/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
8009;Altezza Neve;4;cm;01/01/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
8010;Precipitazione;2;mm;01/01/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
8011;Umidità Relativa;11;%;01/01/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
8013;Temperatura;3;°C;01/01/1992;;06/05/2024;5097116;544202;1875;833;Gerola Alta Pescegallo;SO;Gerola Alta
8014;Altezza Neve;4;cm;01/01/1992;;06/05/2024;5097116;544202;1875;833;Gerola Alta Pescegallo;SO;Gerola Alta
8015;Precipitazione;2;mm;01/01/1992;;06/05/2024;5097116;544202;1875;833;Gerola Alta Pescegallo;SO;Gerola Alta
8016;Temperatura;3;°C;01/01/1992;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
8017;Altezza Neve;4;cm;01/01/1992;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
8018;Precipitazione;2;mm;01/01/1992;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
8019;Temperatura;3;°C;01/05/1993;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
8020;Altezza Neve;4;cm;01/05/1993;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
8021;Precipitazione;2;mm;01/05/1993;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
8024;Altezza Neve;4;cm;27/09/1993;;06/05/2024;5098634;561423;1954;847;Carona Carisole;BG;Carona
8025;Precipitazione;2;mm;01/07/1993;;06/05/2024;5098634;561423;1954;847;Carona Carisole;BG;Carona
8027;Temperatura;3;°C;11/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
8028;Altezza Neve;4;cm;13/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
8029;Precipitazione;2;mm;11/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
8030;Umidità Relativa;11;%;11/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
8092;Temperatura;3;°C;01/01/1992;;06/05/2024;5126972;568128;2151;832;Lanzada Palù;SO;Lanzada
8093;Altezza Neve;4;cm;01/01/1992;;06/05/2024;5126972;568128;2151;832;Lanzada Palù;SO;Lanzada
8094;Precipitazione;2;mm;01/01/1992;;06/05/2024;5126972;568128;2151;832;Lanzada Palù;SO;Lanzada
8095;Precipitazione;2;mm;01/01/1998;;06/05/2024;5099046;558502;1682;912;Foppolo ;BG;Foppolo
8096;Temperatura;3;°C;01/01/1998;;06/05/2024;5099046;558502;1682;912;Foppolo ;BG;Foppolo
8097;Precipitazione;2;mm;01/01/1998;;06/05/2024;5091256;541747;982;822;Valtorta ;BG;Valtorta
8098;Precipitazione;2;mm;01/01/1998;;06/05/2024;5088280;552145;510;823;Piazza Brembana vivaio;BG;Piazza Brembana
8099;Livello Idrometrico;1;cm;01/01/1998;;06/05/2024;4994306;527217;64;815;Arena Po Spessa;PV;Arena Po
8101;Livello Idrometrico;1;cm;01/01/1998;;06/05/2024;4989487;638276;18;849;Borgoforte SS 12;MN;Borgoforte
8103;Precipitazione;2;mm;01/01/1998;;06/05/2024;5064493;616659;1147;851;Treviso Bresciano Cavacca;BS;Treviso Bresciano
8104;Temperatura;3;°C;01/01/1998;;06/05/2024;5064493;616659;1147;851;Treviso Bresciano Cavacca;BS;Treviso Bresciano
8105;Livello Idrometrico;1;cm;01/01/1998;;06/05/2024;5065629;612858;370;852;Lavenone Galleria Agricoltori - fiume;BS;Lavenone
8107;Livello Idrometrico;1;cm;01/01/1998;;06/05/2024;5065945;613772;388;853;Idro SS 237;BS;Idro
8110;Livello Idrometrico;1;cm;01/01/1998;;06/05/2024;5049767;612402;205;826;Gavardo SP 116;BS;Gavardo
8111;Precipitazione;2;mm;01/01/1998;;06/05/2024;5110833;531836;199;818;Gera Lario Fuentes;CO;Gera Lario
8112;Livello Idrometrico;1;cm;01/01/1998;;06/05/2024;5110833;531836;199;818;Gera Lario Fuentes;CO;Gera Lario
8113;Livello Idrometrico;1;cm;24/07/1998;;08/01/2019;5060406;472667;204;861;Golasecca Miorina;VA;Golasecca
8114;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5018523;539869;64;862;Lodi v. X Maggio;LO;Lodi
8115;Precipitazione;2;mm;24/07/1998;;26/03/2013;5069163;489791;276;863;Lozza Ponte Vedano;VA;Lozza
8116;Temperatura;3;°C;24/07/1998;;26/03/2013;5069163;489791;276;863;Lozza Ponte Vedano;VA;Lozza
8117;Livello Idrometrico;1;cm;24/07/1998;;26/03/2013;5069163;489791;276;863;Lozza Ponte Vedano;VA;Lozza
8118;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5050408;492783;206;864;Castellanza C.so G. Matteotti;VA;Castellanza
8119;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5062780;507811;244;865;Cantù Asnago;CO;Cantù
8120;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5053559;523312;180;868;Lesmo Peregallo;MB;Lesmo
8121;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5047708;512402;168;866;Paderno Dugnano Palazzolo;MI;Paderno Dugnano
8122;Precipitazione;2;mm;24/07/1998;;06/05/2024;5075784;518046;427;867;Caslino d'Erba v. 4 novembre;CO;Caslino d'Erba
8123;Temperatura;3;°C;24/07/1998;;06/05/2024;5075784;518046;427;867;Caslino d'Erba v. 4 novembre;CO;Caslino d'Erba
8124;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5075784;518046;427;867;Caslino d'Erba v. 4 novembre;CO;Caslino d'Erba
8125;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5037597;519436;127;869;Milano v.Feltre;MI;Milano
8126;Precipitazione;2;mm;24/07/1998;;23/08/2011;5062019;545719;260;872;Brembate di Sopra Ponte Briolo;BG;Brembate di Sopra
8127;Temperatura;3;°C;24/07/1998;;23/08/2011;5062019;545719;260;872;Brembate di Sopra Ponte Briolo;BG;Brembate di Sopra
8128;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5062019;545719;260;872;Brembate di Sopra Ponte Briolo;BG;Brembate di Sopra
8129;Livello Idrometrico;1;cm;18/04/2001;;06/05/2024;4986960;485996;84;891;ISOLA S.ANTONIO SS 211;AL;ISOLA S.ANTONIO
8131;Precipitazione;2;mm;21/11/2001;;16/11/2011;5113810;603547;623;888;Sonico centrale Edolo;BS;Sonico
8133;Temperatura;3;°C;21/11/2001;;06/05/2024;5093242;597570;994;819;Lozio ;BS;Lozio
8134;Temperatura;3;°C;21/11/2001;;06/05/2024;5074267;589881;842;820;Pisogne ;BS;Pisogne
8135;Precipitazione;2;mm;12/04/2001;;06/05/2024;5057377;574538;197;874;Sarnico v. Roma;BG;Sarnico
8136;Temperatura;3;°C;12/04/2001;;06/05/2024;5057377;574538;197;874;Sarnico v. Roma;BG;Sarnico
8137;Precipitazione;2;mm;06/06/2001;;13/11/2012;5081485;612286;1226;875;Bagolino Valle Dorizzo;BS;Bagolino
8138;Temperatura;3;°C;06/06/2001;;14/11/2012;5081485;612286;1226;875;Bagolino Valle Dorizzo;BS;Bagolino
8139;Precipitazione;2;mm;01/02/2001;;06/05/2024;5051536;603100;428;876;Caino ;BS;Caino
8140;Temperatura;3;°C;01/02/2001;;06/05/2024;5051536;603100;428;876;Caino ;BS;Caino
8141;Livello Idrometrico;1;cm;06/06/2001;;06/05/2024;5070534;598195;572;877;Bovegno ponte Zigole;BS;Bovegno
8142;Livello Idrometrico;1;cm;21/11/2001;;13/12/2015;5080335;589760;205;878;Darfo Boario Terme SS 42;BS;Darfo Boario Terme
8143;Livello Idrometrico;1;cm;01/02/2001;;06/05/2024;5055325;571386;178;879;Capriolo SP12;BS;Capriolo
8145;Temperatura;3;°C;21/11/2001;;06/05/2024;5063070;555269;311;889;Torre Boldone ;BG;Torre Boldone
8146;Temperatura;3;°C;21/11/2001;;21/07/2015;5081860;573452;591;824;Clusone Campo Sportivo;BG;Clusone
8147;Livello Idrometrico;1;cm;06/07/2000;;06/05/2024;5014643;555776;63;882;Montodine ponte   ;CR;Montodine
8148;Livello Idrometrico;1;cm;17/10/2001;;06/05/2024;5067757;519381;248;883;Costa Masnaga Lambrugo;LC;Costa Masnaga
8149;Precipitazione;2;mm;28/06/2006;;02/04/2012;5037078;515100;122;890;Milano v.Confalonieri;MI;Milano
8150;Precipitazione;2;mm;06/07/2000;;06/05/2024;5083338;480047;294;884;Cuveglio ;VA;Cuveglio
8151;Temperatura;3;°C;06/07/2000;;06/05/2024;5083338;480047;294;884;Cuveglio ;VA;Cuveglio
8152;Precipitazione;2;mm;05/07/2000;;06/05/2024;5076955;491501;383;885;Arcisate ;VA;Arcisate
8153;Livello Idrometrico;1;cm;25/05/2000;;06/05/2024;5020886;490573;94;886;Vigevano SS494;PV;Vigevano
8154;Livello Idrometrico;1;cm;20/01/2000;;06/05/2024;4987208;680433;10;816;Sermide e Felonica SP 91;MN;Sermide e Felonica
8155;Precipitazione;2;mm;04/05/2000;;06/05/2024;5003026;511523;71;817;Pavia SS 35;PV;Pavia
8157;Temperatura;3;°C;04/05/2000;;06/05/2024;5003026;511523;71;817;Pavia SS 35;PV;Pavia
8158;Livello Idrometrico;1;cm;01/02/2001;;06/05/2024;4997693;578223;40;887;Cremona SP 10;CR;Cremona
8160;Precipitazione;2;mm;21/11/2001;;21/07/2015;5081860;573452;591;824;Clusone Campo Sportivo;BG;Clusone
8161;Precipitazione;2;mm;21/11/2001;;06/05/2024;5063070;555269;311;889;Torre Boldone ;BG;Torre Boldone
8162;Temperatura;3;°C;05/07/2000;;06/05/2024;5037597;519436;127;869;Milano v.Feltre;MI;Milano
8163;Precipitazione;2;mm;05/07/2000;;06/05/2024;5094539;480079;205;859;Luino v. Piero Chiara;VA;Luino
8164;Temperatura;3;°C;05/07/2000;;06/05/2024;5094539;480079;205;859;Luino v. Piero Chiara;VA;Luino
8165;Precipitazione;2;mm;05/07/2000;;06/05/2024;5074079;506207;200;870;Como viale Geno ;CO;Como
8166;Temperatura;3;°C;05/07/2000;;06/05/2024;5074079;506207;200;870;Como viale Geno ;CO;Como
8167;Precipitazione;2;mm;05/07/2000;;06/05/2024;5068671;466871;202;860;Angera v.le Repubblica;VA;Angera
8168;Temperatura;3;°C;05/07/2000;;06/05/2024;5076955;491501;383;885;Arcisate ;VA;Arcisate
8169;Precipitazione;2;mm;21/11/2001;;06/05/2024;5074267;589881;842;820;Pisogne ;BS;Pisogne
8170;Precipitazione;2;mm;21/11/2001;;06/05/2024;5093242;597570;994;819;Lozio ;BS;Lozio
8171;Precipitazione;2;mm;31/12/2001;;06/05/2024;5092134;585424;746;821;Azzone Dezzo di Scalve;BG;Azzone
8172;Precipitazione;2;mm;06/06/2001;;06/05/2024;5070534;598195;572;877;Bovegno ponte Zigole;BS;Bovegno
8173;Precipitazione;2;mm;18/06/2003;;06/05/2024;5103920;606529;1128;905;Cevo ;BS;Cevo
8174;Precipitazione;2;mm;01/01/2003;;22/03/2017;5088803;599748;501;909;Bienno ;BS;Bienno
8176;Precipitazione;2;mm;16/01/2000;;26/11/2018;4996705;484222;95;894;Lomello SS 211;PV;Lomello
8177;Livello Idrometrico;1;cm;16/01/2000;;26/11/2018;4996705;484222;95;894;Lomello SS 211;PV;Lomello
8178;Temperatura;3;°C;16/01/2000;;26/11/2018;4996705;484222;95;894;Lomello SS 211;PV;Lomello
8179;Precipitazione;2;mm;01/01/2000;;06/05/2024;5027680;569678;87;895;Soncino v. Brescia;CR;Soncino
8180;Temperatura;3;°C;01/01/2000;;06/05/2024;5027680;569678;87;895;Soncino v. Brescia;CR;Soncino
8181;Livello Idrometrico;1;cm;05/03/2003;;06/05/2024;5027680;569678;87;895;Soncino v. Brescia;CR;Soncino
8182;Precipitazione;2;mm;01/01/2003;;04/08/2011;5036665;609910;145;854;Calcinato Ponte S.Marco;BS;Calcinato
8184;Temperatura;3;°C;01/01/2003;;22/03/2017;5088803;599748;501;909;Bienno ;BS;Bienno
8185;Precipitazione;2;mm;01/01/2003;;13/12/2015;5080335;589760;205;878;Darfo Boario Terme SS 42;BS;Darfo Boario Terme
8186;Temperatura;3;°C;01/01/2003;;13/12/2015;5080335;589760;205;878;Darfo Boario Terme SS 42;BS;Darfo Boario Terme
8187;Temperatura;3;°C;18/06/2003;;06/05/2024;5103920;606529;1128;905;Cevo ;BS;Cevo
8188;Precipitazione;2;mm;04/03/2003;;06/05/2024;5022780;552590;103;901;Crema v.Camporelle;CR;Crema
8189;Temperatura;3;°C;04/03/2003;;06/05/2024;5022780;552590;103;901;Crema v.Camporelle;CR;Crema
8190;Precipitazione;2;mm;04/03/2003;;06/05/2024;4981871;501379;95;908;Voghera v. Cambiaso;PV;Voghera
8191;Temperatura;3;°C;04/03/2003;;06/05/2024;4981871;501379;95;908;Voghera v. Cambiaso;PV;Voghera
8192;Livello Idrometrico;1;cm;04/03/2003;;06/05/2024;4981871;501379;95;908;Voghera v. Cambiaso;PV;Voghera
8193;Precipitazione;2;mm;18/02/2003;;06/05/2024;5018523;539869;64;862;Lodi v. X Maggio;LO;Lodi
8195;Precipitazione;2;mm;18/02/2003;;06/05/2024;5020886;490573;94;886;Vigevano SS494;PV;Vigevano
8196;Temperatura;3;°C;18/02/2003;;06/05/2024;5020886;490573;94;886;Vigevano SS494;PV;Vigevano
8197;Precipitazione;2;mm;06/03/2003;;06/05/2024;5067627;519009;273;911;Lambrugo ;CO;Lambrugo
8198;Temperatura;3;°C;06/03/2003;;06/05/2024;5067627;519009;273;911;Lambrugo ;CO;Lambrugo
8199;Precipitazione;2;mm;29/04/2003;;06/05/2024;5062780;507811;244;865;Cantù Asnago;CO;Cantù
8200;Temperatura;3;°C;29/04/2003;;06/05/2024;5062780;507811;244;865;Cantù Asnago;CO;Cantù
8201;Precipitazione;2;mm;01/01/2003;;06/05/2024;4957210;518916;575;858;Santa Margherita di Staffora Casanova;PV;Santa Margherita di Staffora
8202;Temperatura;3;°C;01/01/2003;;06/05/2024;4957210;518916;575;858;Santa Margherita di Staffora Casanova;PV;Santa Margherita di Staffora
8206;Precipitazione;2;mm;12/03/2003;;19/11/2018;5008025;611167;41;906;Asola Sorbara ;MN;Asola
8207;Temperatura;3;°C;12/03/2003;;19/11/2018;5008025;611167;41;906;Asola Sorbara ;MN;Asola
8208;Precipitazione;2;mm;09/04/2003;;06/05/2024;5023553;589720;60;910;Manerbio v.Dante;BS;Manerbio
8209;Temperatura;3;°C;09/04/2003;;06/05/2024;5023553;589720;60;910;Manerbio v.Dante;BS;Manerbio
8210;Livello Idrometrico;1;cm;09/04/2003;;06/05/2024;5023553;589720;60;910;Manerbio v.Dante;BS;Manerbio
8211;Precipitazione;2;mm;12/03/2003;;06/05/2024;5056428;505172;247;903;Misinto ;MB;Misinto
8212;Temperatura;3;°C;12/03/2003;;06/05/2024;5056428;505172;247;903;Misinto ;MB;Misinto
8213;Precipitazione;2;mm;13/03/2003;;09/05/2018;5083557;520640;625;902;Barni ;CO;Barni
8214;Temperatura;3;°C;13/03/2003;;09/05/2018;5083557;520640;625;902;Barni ;CO;Barni
8215;Precipitazione;2;mm;11/03/2003;;22/11/2018;5025628;618385;109;899;Castiglione delle Stiviere ;MN;Castiglione delle Stiviere
8216;Temperatura;3;°C;11/03/2003;;22/11/2018;5025628;618385;109;899;Castiglione delle Stiviere ;MN;Castiglione delle Stiviere
8217;Precipitazione;2;mm;09/04/2003;;15/03/2012;5073980;606852;960;896;Collio S.Colombano;BS;Collio
8218;Temperatura;3;°C;09/04/2003;;15/03/2012;5073980;606852;960;896;Collio S.Colombano;BS;Collio
8219;Precipitazione;2;mm;26/03/2003;;06/05/2024;5052553;486271;242;897;Busto Arsizio v.Rossini;VA;Busto Arsizio
8220;Temperatura;3;°C;26/03/2003;;06/05/2024;5052553;486271;242;897;Busto Arsizio v.Rossini;VA;Busto Arsizio
8221;Precipitazione;2;mm;26/03/2003;;06/05/2024;5001193;556652;68;898;Codogno Ist.Tosi;LO;Codogno
8222;Precipitazione;2;mm;10/07/2003;;06/05/2024;4987208;680433;10;816;Sermide e Felonica SP 91;MN;Sermide e Felonica
8223;Temperatura;3;°C;10/07/2003;;06/05/2024;4987208;680433;10;816;Sermide e Felonica SP 91;MN;Sermide e Felonica
8224;Precipitazione;2;mm;01/07/2003;;06/05/2024;5027985;633560;62;873;Ponti sul Mincio Monzambano ;MN;Ponti sul Mincio
8225;Temperatura;3;°C;01/07/2003;;06/05/2024;5027985;633560;62;873;Ponti sul Mincio Monzambano ;MN;Ponti sul Mincio
8226;Precipitazione;2;mm;20/06/2003;;06/05/2024;5103599;600282;816;904;Paisco Loveno ;BS;Paisco Loveno
8227;Temperatura;3;°C;20/06/2003;;06/05/2024;5103599;600282;816;904;Paisco Loveno ;BS;Paisco Loveno
8228;Precipitazione;2;mm;27/08/2003;;06/05/2024;5075452;486300;416;907;Varese v.Appiani;VA;Varese
8229;Temperatura;3;°C;27/08/2003;;06/05/2024;5075452;486300;416;907;Varese v.Appiani;VA;Varese
8230;Precipitazione;2;mm;20/06/2003;;06/05/2024;5041392;573236;140;900;Chiari ;BS;Chiari
8380;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5094539;480079;205;859;Luino v. Piero Chiara;VA;Luino
8381;Livello Idrometrico;1;cm;24/07/1998;;15/12/2011;5068671;466871;202;860;Angera v.le Repubblica;VA;Angera
8382;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5074079;506207;200;870;Como viale Geno ;CO;Como
8383;Livello Idrometrico;1;cm;24/07/1998;;06/05/2024;5070743;533433;198;871;Olginate S.Maria Lavello;LC;Olginate
8384;Livello Idrometrico;1;cm;01/02/2001;;06/05/2024;5027985;633560;62;873;Ponti sul Mincio Monzambano ;MN;Ponti sul Mincio
8385;Livello Idrometrico;1;cm;12/04/2001;;06/05/2024;5057377;574538;197;874;Sarnico v. Roma;BG;Sarnico
8386;Livello Idrometrico;1;cm;29/07/2002;;06/05/2024;5078101;529084;222;880;Valmadrera Malgrate;LC;Valmadrera
8394;Livello Idrometrico;1;cm;01/02/2001;;06/05/2024;5003947;561219;47;916;Pizzighettone ponte Trento e Trieste;CR;Pizzighettone
8546;Livello Idrometrico;1;cm;18/04/2001;;06/05/2024;5003026;511523;69;817;Pavia SS 35;PV;Pavia
8583;Precipitazione;2;mm;23/06/1999;;06/05/2024;5084222;471939;950;999;Laveno-Mombello Poggio S.Elsa;VA;Laveno-Mombello
8584;Temperatura;3;°C;23/06/1999;;06/05/2024;5084222;471939;950;999;Laveno-Mombello Poggio S.Elsa;VA;Laveno-Mombello
8585;Umidità Relativa;11;%;23/06/1999;;06/05/2024;5084222;471939;950;999;Laveno-Mombello Poggio S.Elsa;VA;Laveno-Mombello
8587;Precipitazione;2;mm;24/06/1999;;06/05/2024;5084109;470425;207;998;Laveno-Mombello p.zza Matteotti;VA;Laveno-Mombello
8588;Temperatura;3;°C;24/06/1999;;06/05/2024;5084109;470425;207;998;Laveno-Mombello p.zza Matteotti;VA;Laveno-Mombello
8692;Precipitazione;2;mm;07/02/2006;;24/11/2014;5047708;512402;168;866;Paderno Dugnano Palazzolo;MI;Paderno Dugnano
9001;Temperatura;3;°C;01/01/2004;;06/05/2024;5070741;572525;486;1210;Ranzanico ;BG;Ranzanico
9002;Temperatura;3;°C;01/01/2004;;06/05/2024;5066146;486058;379;1211;Castronno ;VA;Castronno
9003;Temperatura;3;°C;01/01/2004;;06/05/2024;5086648;582441;1180;1212;Castione della Presolana ;BG;Castione della Presolana
9004;Temperatura;3;°C;01/01/2004;;01/08/2012;5095844;551256;988;1213;Mezzoldo Ronchi;BG;Mezzoldo
9005;Temperatura;3;°C;01/01/2004;;16/01/2012;5082095;559545;1084;1214;Oltre il Colle Acquedotto;BG;Oltre il Colle
9006;Temperatura;3;°C;01/01/2004;;23/09/2012;5095451;588221;1096;1217;Schilpario ;BG;Schilpario
9007;Temperatura;3;°C;01/01/2004;;10/11/2012;5082304;543960;763;1215;Taleggio ;BG;Taleggio
9008;Temperatura;3;°C;01/12/2000;;06/05/2024;5101745;580327;1784;1216;Valbondione ;BG;Valbondione
9009;Temperatura;3;°C;01/01/2004;;06/06/2013;5060559;592390;338;1227;Sarezzo Gardone;BS;Sarezzo
9010;Temperatura;3;°C;04/10/2011;;06/05/2024;5070400;563860;361;1235;Cene Ponte;BG;Cene
