IdSensore;Tipologia;IdTipologia;UnitaMisura;DataMinimaRT;DataMinimaPubblicazione;DataMassimaRT;UTM Nord;UTM Est;Quota;idStazione;Nome;Provincia;Comune
11750;Velocità Vento;9;m/s;09/06/1993;;06/05/2024;5032417;540720;102;137;Rivolta d'Adda Ist. Spallanzani;CR;Rivolta d'Adda
11751;Velocità Vento;9;m/s;26/09/2003;;19/09/2018;4997294;641005;19;139;Virgilio Mantova Cerese;MN;Virgilio
11752;Velocità Vento;9;m/s;26/11/2008;;06/05/2024;5077224;524701;1233;212;Canzo ;CO;Canzo
11754;Velocità Vento;9;m/s;01/01/1992;;06/05/2024;5126972;568128;2151;832;Lanzada Palù;SO;Lanzada
11755;Velocità Vento;9;m/s;01/01/1992;;06/05/2024;5097116;544202;1875;833;Gerola Alta Pescegallo;SO;Gerola Alta
11756;Velocità Vento;9;m/s;01/01/1992;;06/05/2024;5145272;600293;2300;835;Valdisotto Oga S. Colombano;SO;Valdisotto
11757;Velocità Vento;9;m/s;01/01/1992;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
11758;Velocità Vento;9;m/s;01/05/1993;;06/05/2024;5114768;613679;2108;846;Edolo Pantano d`Avio;BS;Edolo
11759;Velocità Vento;9;m/s;01/07/1993;;06/05/2024;5098634;561423;1954;847;Carona Carisole;BG;Carona
11760;Velocità Vento;9;m/s;11/09/1993;;06/05/2024;5147768;591251;2660;848;Livigno La Vallaccia;SO;Livigno
11761;Velocità Vento;9;m/s;19/05/2004;;06/05/2024;5041392;573236;140;900;Chiari ;BS;Chiari
11762;Velocità Vento;9;m/s;24/06/1999;;06/05/2024;5084109;470425;207;998;Laveno-Mombello p.zza Matteotti;VA;Laveno-Mombello
11763;Velocità Vento;9;m/s;23/06/1999;;06/05/2024;5084222;471939;950;999;Laveno-Mombello Poggio S.Elsa;VA;Laveno-Mombello
11811;Velocità Vento;9;m/s;02/04/2012;;06/05/2024;5114304;525058;980;1202;Vercana ;CO;Vercana
11812;Velocità Vento;9;m/s;26/01/2012;;06/05/2024;5062832;506653;310;141;Vertemate con Minoprio serre;CO;Vertemate con Minoprio
11813;Velocità Vento;9;m/s;27/01/2012;;06/05/2024;5111566;561195;274;142;Caiolo ;SO;Caiolo
11814;Velocità Vento;9;m/s;27/01/2012;;06/05/2024;5149692;592663;2320;143;Livigno Passo Foscagno;SO;Livigno
11815;Velocità Vento;9;m/s;27/04/2012;;06/05/2024;5146514;526726;1915;144;Madesimo Spluga;SO;Madesimo
11816;Velocità Vento;9;m/s;27/01/2012;;18/07/2023;5080789;591371;222;145;Darfo Boario Terme ;BS;Darfo Boario Terme
11817;Velocità Vento;9;m/s;27/01/2012;;06/05/2024;5098491;548644;1824;146;Mezzoldo Passo S.Marco;BG;Mezzoldo
11818;Velocità Vento;9;m/s;27/01/2012;;06/05/2024;5043898;488082;182;148;Arconate SMR;MI;Arconate
11984;Umidità Relativa;11;%;10/01/2012;;06/05/2024;5064493;616659;1147;851;Treviso Bresciano Cavacca;BS;Treviso Bresciano
11988;Livello Idrometrico;1;cm;13/01/2012;;06/05/2024;5130276;528984;403;1076;Chiavenna Inferno;SO;Chiavenna
12023;Precipitazione;2;mm;03/02/2011;;06/05/2024;5000087;573153;48;1297;Spinadesco v.Battisti;CR;Spinadesco
12025;Temperatura;3;°C;03/02/2011;;06/05/2024;5000087;573153;48;1297;Spinadesco v.Battisti;CR;Spinadesco
12026;Umidità Relativa;11;%;03/02/2011;;06/05/2024;5000087;573153;48;1297;Spinadesco v.Battisti;CR;Spinadesco
12712;Direzione Vento;10;°;22/05/2020;;06/05/2024;5010270;476207;106;125;Castello d'Agogna ;PV;Castello d'Agogna
12713;Velocità Vento;9;m/s;21/05/2020;;06/05/2024;5010270;476207;106;125;Castello d'Agogna ;PV;Castello d'Agogna
12716;Temperatura;3;°C;11/08/2020;;06/05/2024;5012143;501719;95;1899;Bereguardo Fornasetta;PV;Bereguardo
12719;Umidità Relativa;11;%;11/08/2020;;06/05/2024;5012143;501719;95;1899;Bereguardo Fornasetta;PV;Bereguardo
12720;Direzione Vento;10;°;16/08/2020;;06/05/2024;5012143;501719;95;1899;Bereguardo Fornasetta;PV;Bereguardo
12722;Velocità Vento;9;m/s;16/08/2020;;06/05/2024;5012143;501719;95;1899;Bereguardo Fornasetta;PV;Bereguardo
12724;Precipitazione;2;mm;11/08/2020;;06/05/2024;5012143;501719;95;1899;Bereguardo Fornasetta;PV;Bereguardo
12728;Radiazione Globale;12;W/m²;30/08/2020;;06/05/2024;5066048;572800;1246;1974;Grone San Fermo;BG;Grone
12745;Altezza Neve;4;cm;01/12/2020;;06/05/2024;4947846;517168;1363;857;Santa Margherita di Staffora Passo del Giovà;PV;Santa Margherita di Staffora
12753;Altezza Neve;4;cm;01/12/2020;;06/05/2024;5130098;564213;1905;28;Chiesa in Valmalenco Alpe Entova;SO;Chiesa in Valmalenco
12754;Umidità Relativa;11;%;18/11/2020;;06/05/2024;5130098;564213;1905;28;Chiesa in Valmalenco Alpe Entova;SO;Chiesa in Valmalenco
12755;Temperatura;3;°C;25/11/2020;;29/04/2024;5048372;519174;173;1510;Monza v.Monte Generoso;MB;Monza
12756;Umidità Relativa;11;%;25/11/2020;;29/04/2024;5048372;519174;173;1510;Monza v.Monte Generoso;MB;Monza
12757;Temperatura;3;°C;25/11/2020;;06/05/2024;5050479;496327;215;1511;Rescaldina ;MI;Rescaldina
12758;Umidità Relativa;11;%;25/11/2020;;06/05/2024;5050479;496327;215;1511;Rescaldina ;MI;Rescaldina
12759;Temperatura;3;°C;25/11/2020;;06/05/2024;5042449;500406;160;1512;Pogliano Milanese ;MI;Pogliano Milanese
12760;Umidità Relativa;11;%;24/11/2020;;06/05/2024;5042449;500406;160;1512;Pogliano Milanese ;MI;Pogliano Milanese
12761;Altezza Neve;4;cm;02/12/2020;;06/05/2024;5126494;526127;1362;1420;Gordona ;SO;Gordona
14001;Umidità Relativa;11;%;13/01/2012;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
14006;Velocità Vento;9;m/s;16/09/2013;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
14007;Direzione Vento;10;°;13/01/2012;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
14014;Temperatura;3;°C;13/01/2012;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
14018;Precipitazione;2;mm;13/01/2012;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
14019;Radiazione Globale;12;W/m²;13/01/2012;;06/05/2024;5082261;561209;1138;1077;Oltre il Colle Zambla;BG;Oltre il Colle
14021;Livello Idrometrico;1;cm;24/01/2012;;18/09/2018;5001496;541819;196;1078;Orio Litta SS234;LO;Orio Litta
14024;Livello Idrometrico;1;cm;23/01/2012;;06/05/2024;5063460;471791;58;1079;Sesto Calende alzaia;VA;Sesto Calende
14031;Velocità Vento;9;m/s;12/02/2012;;06/05/2024;5066146;486058;379;1211;Castronno ;VA;Castronno
14038;Radiazione Globale;12;W/m²;27/02/2012;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
14039;Umidità Relativa;11;%;27/02/2012;;06/05/2024;5109097;588704;1950;836;Aprica ;SO;Aprica
14049;Velocità Vento;9;m/s;17/02/2012;;06/05/2024;4997179;594005;39;150;Pieve San Giacomo ;CR;Pieve San Giacomo
14055;Umidità Relativa;11;%;13/03/2012;;06/05/2024;5074143;639089;75;1324;Limone sul Garda ;BS;Limone sul Garda
14058;Temperatura;3;°C;13/03/2012;;06/05/2024;5074143;639089;75;1324;Limone sul Garda ;BS;Limone sul Garda
14065;Velocità Vento;9;m/s;13/03/2012;;06/05/2024;5074143;639089;75;1324;Limone sul Garda ;BS;Limone sul Garda
14066;Direzione Vento;10;°;13/03/2012;;06/05/2024;5074143;639089;75;1324;Limone sul Garda ;BS;Limone sul Garda
14072;Umidità Relativa;11;%;15/03/2012;;06/05/2024;5073930;602209;1069;1325;Collio Memmo;BS;Collio
14075;Temperatura;3;°C;15/03/2012;;06/05/2024;5073930;602209;1069;1325;Collio Memmo;BS;Collio
14082;Velocità Vento;9;m/s;15/03/2012;;06/05/2024;5073930;602209;1069;1325;Collio Memmo;BS;Collio
14083;Direzione Vento;10;°;15/03/2012;;06/05/2024;5073930;602209;1069;1325;Collio Memmo;BS;Collio
14089;Umidità Relativa;11;%;22/03/2012;;06/05/2024;5054923;626015;70;1326;Toscolano-Maderno ;BS;Toscolano-Maderno
14092;Temperatura;3;°C;22/03/2012;;06/05/2024;5054923;626015;70;1326;Toscolano-Maderno ;BS;Toscolano-Maderno
14099;Velocità Vento;9;m/s;22/03/2012;;06/05/2024;5054923;626015;70;1326;Toscolano-Maderno ;BS;Toscolano-Maderno
14100;Direzione Vento;10;°;22/03/2012;;06/05/2024;5054923;626015;70;1326;Toscolano-Maderno ;BS;Toscolano-Maderno
14113;Velocità Vento;9;m/s;09/03/2012;;06/05/2024;5043257;516051;142;147;Cinisello Balsamo Parco Nord;MI;Cinisello Balsamo
14118;Precipitazione;2;mm;18/03/2012;;06/05/2024;5073930;602209;1069;1325;Collio Memmo;BS;Collio
14119;Precipitazione;2;mm;18/03/2012;;06/05/2024;5074143;639089;75;1324;Limone sul Garda ;BS;Limone sul Garda
14120;Precipitazione;2;mm;25/03/2012;;06/05/2024;5054923;626015;70;1326;Toscolano-Maderno ;BS;Toscolano-Maderno
14121;Precipitazione;2;mm;02/04/2012;;06/05/2024;5037412;515187;124;1327;Milano v.Rosellini;MI;Milano
14125;Temperatura;3;°C;20/04/2012;;06/05/2024;5112157;580182;357;1328;Teglio S. Giacomo;SO;Teglio
14128;Precipitazione;2;mm;20/04/2012;;06/05/2024;5112157;580182;357;1328;Teglio S. Giacomo;SO;Teglio
14129;Livello Idrometrico;1;cm;20/04/2012;;06/05/2024;5112157;580182;357;1328;Teglio S. Giacomo;SO;Teglio
14130;Temperatura;3;°C;18/04/2012;;06/05/2024;5090913;488398;269;1329;Lavena Ponte Tresa via della Boschiva;VA;Lavena Ponte Tresa
14131;Precipitazione;2;mm;18/04/2012;;06/05/2024;5090913;488398;269;1329;Lavena Ponte Tresa via della Boschiva;VA;Lavena Ponte Tresa
14132;Umidità Relativa;11;%;18/04/2012;;06/05/2024;5090913;488398;269;1329;Lavena Ponte Tresa via della Boschiva;VA;Lavena Ponte Tresa
14139;Temperatura;3;°C;18/04/2012;;06/05/2024;5068834;497872;400;1330;Olgiate Comasco v.Repubblica;CO;Olgiate Comasco
14141;Precipitazione;2;mm;08/06/2016;;06/05/2024;5068834;497872;400;1330;Olgiate Comasco v.Repubblica;CO;Olgiate Comasco
14145;Umidità Relativa;11;%;18/04/2012;;06/05/2024;5068834;497872;400;1330;Olgiate Comasco v.Repubblica;CO;Olgiate Comasco
14148;Radiazione Globale;12;W/m²;18/04/2012;;06/05/2024;5073930;602209;1069;1325;Collio Memmo;BS;Collio
14160;Velocità Vento;9;m/s;07/05/2012;;25/08/2020;5014273;499104;100;140;Motta Visconti SMR;MI;Motta Visconti
14161;Radiazione Globale;12;W/m²;16/06/2012;;06/05/2024;5114304;525058;980;1202;Vercana ;CO;Vercana
14165;Umidità Relativa;11;%;09/10/2012;;06/05/2024;5011836;575599;56;1219;Casalbuttano ed Uniti ;CR;Casalbuttano ed Uniti
14170;Livello Idrometrico;1;cm;27/10/2012;;06/05/2024;5072258;522295;266;1341;Bosisio Parini Imbarcadero;LC;Bosisio Parini
14171;Precipitazione;2;mm;27/10/2012;;06/05/2024;5072258;522295;266;1341;Bosisio Parini Imbarcadero;LC;Bosisio Parini
14178;Altezza Neve;4;cm;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14180;Radiazione Globale;12;W/m²;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14189;Direzione Vento;10;°;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14190;Velocità Vento;9;m/s;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14191;Umidità Relativa;11;%;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14194;Temperatura;3;°C;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14197;Precipitazione;2;mm;13/10/2012;;06/05/2024;5105228;574978;2440;1342;Ponte in Valtellina Lago Reguzzo;SO;Ponte in Valtellina
14205;Altezza Neve;4;cm;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14207;Radiazione Globale;12;W/m²;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14216;Direzione Vento;10;°;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14217;Velocità Vento;9;m/s;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14218;Umidità Relativa;11;%;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14221;Temperatura;3;°C;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14224;Precipitazione;2;mm;13/10/2012;;06/05/2024;5133321;570414;3032;1343;Lanzada Passo Marinelli;SO;Lanzada
14232;Direzione Vento;10;°;13/10/2012;;06/05/2024;5093546;553689;966;1345;Piazzatorre ;BG;Piazzatorre
14237;Velocità Vento;9;m/s;13/10/2012;;06/05/2024;5093546;553689;966;1345;Piazzatorre ;BG;Piazzatorre
14238;Umidità Relativa;11;%;13/10/2012;;06/05/2024;5093546;553689;966;1345;Piazzatorre ;BG;Piazzatorre
14241;Precipitazione;2;mm;13/10/2012;;06/05/2024;5093546;553689;966;1345;Piazzatorre ;BG;Piazzatorre
14242;Temperatura;3;°C;13/10/2012;;06/05/2024;5093546;553689;966;1345;Piazzatorre ;BG;Piazzatorre
14251;Direzione Vento;10;°;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14252;Altezza Neve;4;cm;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14253;Precipitazione;2;mm;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14255;Radiazione Globale;12;W/m²;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14257;Temperatura;3;°C;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14265;Umidità Relativa;11;%;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14272;Velocità Vento;9;m/s;17/10/2012;;06/05/2024;5141127;528341;1880;1346;Campodolcino Alpe Motta;SO;Campodolcino
14278;Direzione Vento;10;°;14/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14279;Altezza Neve;4;cm;15/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14280;Precipitazione;2;mm;14/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14282;Radiazione Globale;12;W/m²;14/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14284;Temperatura;3;°C;14/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14292;Umidità Relativa;11;%;14/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14299;Velocità Vento;9;m/s;16/10/2012;;06/05/2024;5089669;538832;1713;1347;Barzio Piani di Bobbio;LC;Barzio
14301;Livello Idrometrico;1;cm;16/10/2012;;06/05/2024;5010486;489275;101;1348;Gambolò via Roma;PV;Gambolò
14304;Livello Idrometrico;1;cm;23/10/2012;;06/05/2024;5035962;538944;106;1349;Rivolta d'Adda SP 4;CR;Rivolta d'Adda
14307;Livello Idrometrico;1;cm;08/11/2012;;21/11/2018;5022881;515873;92;1350;Locate di Triulzi v. Staffora;MI;Locate di Triulzi
14310;Livello Idrometrico;1;cm;16/11/2012;;06/05/2024;5016386;529850;74;1351;Salerano sul Lambro SP115;LO;Salerano sul Lambro
14313;Livello Idrometrico;1;cm;31/10/2012;;15/11/2018;5022526;609865;71;1352;Calvisano Mezzane;BS;Calvisano
14317;Temperatura;3;°C;21/10/2012;;06/05/2024;5088280;552145;510;823;Piazza Brembana vivaio;BG;Piazza Brembana
14320;Umidità Relativa;11;%;21/10/2012;;06/05/2024;5088280;552145;510;823;Piazza Brembana vivaio;BG;Piazza Brembana
14327;Velocità Vento;9;m/s;21/10/2012;;06/05/2024;5002119;643358;25;166;Mantova Lunetta2 SMR;MN;Mantova
14348;Temperatura;3;°C;09/12/2012;;06/05/2024;5090337;611798;2410;1359;Breno Lago Della Vacca;BS;Breno
14351;Umidità Relativa;11;%;09/12/2012;;06/05/2024;5090337;611798;2410;1359;Breno Lago Della Vacca;BS;Breno
14358;Direzione Vento;10;°;09/12/2012;;06/05/2024;5090337;611798;2410;1359;Breno Lago Della Vacca;BS;Breno
14363;Velocità Vento;9;m/s;09/12/2012;;06/05/2024;5090337;611798;2410;1359;Breno Lago Della Vacca;BS;Breno
14364;Altezza Neve;4;cm;09/12/2012;;06/05/2024;5090337;611798;2410;1359;Breno Lago Della Vacca;BS;Breno
14365;Precipitazione;2;mm;09/12/2012;;06/05/2024;5090337;611798;2410;1359;Breno Lago Della Vacca;BS;Breno
14367;Temperatura;3;°C;14/11/2012;;06/05/2024;5081243;572409;564;1360;Clusone SP 671;BG;Clusone
14370;Umidità Relativa;11;%;14/11/2012;;06/05/2024;5081243;572409;564;1360;Clusone SP 671;BG;Clusone
14377;Direzione Vento;10;°;16/11/2012;;06/05/2024;5081243;572409;564;1360;Clusone SP 671;BG;Clusone
14382;Velocità Vento;9;m/s;16/11/2012;;06/05/2024;5081243;572409;564;1360;Clusone SP 671;BG;Clusone
14384;Precipitazione;2;mm;21/11/2012;;06/05/2024;5081243;572409;564;1360;Clusone SP 671;BG;Clusone
14385;Radiazione Globale;12;W/m²;14/11/2012;;06/05/2024;5081243;572409;564;1360;Clusone SP 671;BG;Clusone
14399;Temperatura;3;°C;18/11/2012;;06/05/2024;5057931;603395;911;1365;Bione ;BS;Bione
14402;Umidità Relativa;11;%;18/11/2012;;06/05/2024;5057931;603395;911;1365;Bione ;BS;Bione
14405;Radiazione Globale;12;W/m²;18/11/2012;;06/05/2024;5057931;603395;911;1365;Bione ;BS;Bione
14406;Precipitazione;2;mm;18/11/2012;;06/05/2024;5057931;603395;911;1365;Bione ;BS;Bione
14411;Direzione Vento;10;°;18/11/2012;;06/05/2024;5057931;603395;911;1365;Bione ;BS;Bione
14416;Velocità Vento;9;m/s;18/11/2012;;06/05/2024;5057931;603395;911;1365;Bione ;BS;Bione
14443;Precipitazione;2;mm;12/12/2012;;06/05/2024;5098254;510895;291;1366;Porlezza torrente;CO;Porlezza
14445;Temperatura;3;°C;10/05/2013;;06/05/2024;5098254;510895;291;1366;Porlezza torrente;CO;Porlezza
14446;Umidità Relativa;11;%;12/12/2012;;06/05/2024;5098254;510895;291;1366;Porlezza torrente;CO;Porlezza
14451;Radiazione Globale;12;W/m²;12/12/2012;;06/05/2024;5098254;510895;291;1366;Porlezza torrente;CO;Porlezza
14458;Direzione Vento;10;°;12/12/2012;;06/05/2024;5098254;510895;291;1366;Porlezza torrente;CO;Porlezza
14459;Velocità Vento;9;m/s;12/12/2012;;06/05/2024;5098254;510895;291;1366;Porlezza torrente;CO;Porlezza
14471;Direzione Vento;10;°;12/12/2012;;06/05/2024;5077140;612773;775;1367;Bagolino SP669;BS;Bagolino
14472;Velocità Vento;9;m/s;12/12/2012;;06/05/2024;5077140;612773;775;1367;Bagolino SP669;BS;Bagolino
14473;Umidità Relativa;11;%;12/12/2012;;06/05/2024;5077140;612773;775;1367;Bagolino SP669;BS;Bagolino
14476;Precipitazione;2;mm;12/12/2012;;06/05/2024;5077140;612773;775;1367;Bagolino SP669;BS;Bagolino
14477;Radiazione Globale;12;W/m²;12/12/2012;;06/05/2024;5077140;612773;775;1367;Bagolino SP669;BS;Bagolino
14478;Temperatura;3;°C;12/12/2012;;06/05/2024;5077140;612773;775;1367;Bagolino SP669;BS;Bagolino
14497;Livello Idrometrico;1;cm;31/01/2013;;05/12/2018;5113327;531293;205;1370;Gera Lario Ponte del Passo;CO;Gera Lario
14499;Precipitazione;2;mm;19/03/2013;;06/05/2024;5073646;547333;468;1371;Brembilla ;BG;Brembilla
14500;Temperatura;3;°C;19/03/2013;;06/05/2024;5073646;547333;468;1371;Brembilla ;BG;Brembilla
14501;Umidità Relativa;11;%;19/03/2013;;06/05/2024;5073646;547333;468;1371;Brembilla ;BG;Brembilla
14508;Direzione Vento;10;°;19/03/2013;;06/05/2024;5073646;547333;468;1371;Brembilla ;BG;Brembilla
14509;Velocità Vento;9;m/s;19/03/2013;;06/05/2024;5073646;547333;468;1371;Brembilla ;BG;Brembilla
14517;Precipitazione;2;mm;25/07/2013;;06/05/2024;5108761;519145;581;1372;Garzeno ;CO;Garzeno
14518;Temperatura;3;°C;25/07/2013;;06/05/2024;5108761;519145;581;1372;Garzeno ;CO;Garzeno
14519;Umidità Relativa;11;%;25/07/2013;;06/05/2024;5108761;519145;581;1372;Garzeno ;CO;Garzeno
14527;Precipitazione;2;mm;27/03/2013;;06/05/2024;5068133;477631;241;1375;Varano Borghi ;VA;Varano Borghi
14528;Temperatura;3;°C;27/03/2013;;06/05/2024;5068133;477631;241;1375;Varano Borghi ;VA;Varano Borghi
14529;Umidità Relativa;11;%;27/03/2013;;06/05/2024;5068133;477631;241;1375;Varano Borghi ;VA;Varano Borghi
14536;Direzione Vento;10;°;27/03/2013;;06/05/2024;5068133;477631;241;1375;Varano Borghi ;VA;Varano Borghi
14537;Velocità Vento;9;m/s;27/03/2013;;06/05/2024;5068133;477631;241;1375;Varano Borghi ;VA;Varano Borghi
14545;Precipitazione;2;mm;19/04/2013;;06/05/2024;5048460;617051;291;1376;Puegnago del Garda ;BS;Puegnago del Garda
14546;Temperatura;3;°C;19/04/2013;;06/05/2024;5048460;617051;291;1376;Puegnago del Garda ;BS;Puegnago del Garda
14547;Umidità Relativa;11;%;19/04/2013;;06/05/2024;5048460;617051;291;1376;Puegnago del Garda ;BS;Puegnago del Garda
14554;Direzione Vento;10;°;19/04/2013;;06/05/2024;5048460;617051;291;1376;Puegnago del Garda ;BS;Puegnago del Garda
14555;Velocità Vento;9;m/s;19/04/2013;;06/05/2024;5048460;617051;291;1376;Puegnago del Garda ;BS;Puegnago del Garda
14565;Livello Idrometrico;1;cm;28/03/2013;;06/05/2024;5098299;603849;366;1377;Capo di Ponte v.Bona;BS;Capo di Ponte
14567;Precipitazione;2;mm;23/07/2013;;06/05/2024;5065781;633895;374;1378;Tignale Oldesio;BS;Tignale
14568;Temperatura;3;°C;23/07/2013;;06/05/2024;5065781;633895;374;1378;Tignale Oldesio;BS;Tignale
14569;Umidità Relativa;11;%;23/07/2013;;06/05/2024;5065781;633895;374;1378;Tignale Oldesio;BS;Tignale
14576;Direzione Vento;10;°;23/07/2013;;06/05/2024;5065781;633895;374;1378;Tignale Oldesio;BS;Tignale
14577;Velocità Vento;9;m/s;23/07/2013;;06/05/2024;5065781;633895;374;1378;Tignale Oldesio;BS;Tignale
14584;Radiazione Globale;12;W/m²;23/07/2013;;06/05/2024;5065781;633895;374;1378;Tignale Oldesio;BS;Tignale
14586;Precipitazione;2;mm;15/07/2015;;06/05/2024;5065317;625847;984;1379;Gargnano ;BS;Gargnano
14587;Temperatura;3;°C;15/07/2015;;06/05/2024;5065317;625847;984;1379;Gargnano ;BS;Gargnano
14588;Umidità Relativa;11;%;15/07/2015;;06/05/2024;5065317;625847;984;1379;Gargnano ;BS;Gargnano
14595;Direzione Vento;10;°;15/07/2015;;06/05/2024;5065317;625847;984;1379;Gargnano ;BS;Gargnano
14596;Velocità Vento;9;m/s;15/07/2015;;06/05/2024;5065317;625847;984;1379;Gargnano ;BS;Gargnano
14603;Radiazione Globale;12;W/m²;15/07/2015;;06/05/2024;5065317;625847;984;1379;Gargnano ;BS;Gargnano
14605;Precipitazione;2;mm;18/04/2013;;06/05/2024;5092705;516580;309;1380;Tremezzo ;CO;Tremezzo
14606;Temperatura;3;°C;18/04/2013;;06/05/2024;5092705;516580;309;1380;Tremezzo ;CO;Tremezzo
14607;Umidità Relativa;11;%;18/04/2013;;06/05/2024;5092705;516580;309;1380;Tremezzo ;CO;Tremezzo
14624;Livello Idrometrico;1;cm;27/03/2013;;06/05/2024;5067247;489587;268;1381;Castiglione Olona v. XXIV Maggio;VA;Castiglione Olona
14627;Umidità Relativa;11;%;10/04/2013;;06/05/2024;5059567;485026;274;1206;Cavaria con Premezzo v. Cantalupa;VA;Cavaria con Premezzo
14640;Direzione Vento;10;°;13/02/2013;;06/05/2024;5061268;499092;296;1233;Lurago Marinone ;CO;Lurago Marinone
14641;Velocità Vento;9;m/s;13/02/2013;;06/05/2024;5061268;499092;296;1233;Lurago Marinone ;CO;Lurago Marinone
14645;Temperatura;3;°C;19/07/2013;;06/05/2024;5102054;482122;1302;1382;Veddasca Monte Cadrigna;VA;Veddasca
14648;Umidità Relativa;11;%;19/07/2013;;06/05/2024;5102054;482122;1302;1382;Veddasca Monte Cadrigna;VA;Veddasca
14651;Direzione Vento;10;°;19/07/2013;;06/05/2024;5102054;482122;1302;1382;Veddasca Monte Cadrigna;VA;Veddasca
14652;Velocità Vento;9;m/s;19/07/2013;;06/05/2024;5102054;482122;1302;1382;Veddasca Monte Cadrigna;VA;Veddasca
14661;Precipitazione;2;mm;19/07/2013;;06/05/2024;5102054;482122;1302;1382;Veddasca Monte Cadrigna;VA;Veddasca
14664;Precipitazione;2;mm;02/11/2012;;06/05/2024;5057824;592468;290;1383;Sarezzo v.della Fonte;BS;Sarezzo
14665;Temperatura;3;°C;02/11/2012;;06/05/2024;5057824;592468;290;1383;Sarezzo v.della Fonte;BS;Sarezzo
14667;Umidità Relativa;11;%;02/11/2012;;06/05/2024;5057824;592468;290;1383;Sarezzo v.della Fonte;BS;Sarezzo
14668;Direzione Vento;10;°;05/06/2013;;06/05/2024;5057824;592468;290;1383;Sarezzo v.della Fonte;BS;Sarezzo
14669;Velocità Vento;9;m/s;05/06/2013;;06/05/2024;5057824;592468;290;1383;Sarezzo v.della Fonte;BS;Sarezzo
14684;Temperatura;3;°C;20/03/2014;;06/05/2024;5126494;526127;1362;1420;Gordona ;SO;Gordona
14687;Umidità Relativa;11;%;20/03/2014;;06/05/2024;5126494;526127;1362;1420;Gordona ;SO;Gordona
14690;Direzione Vento;10;°;14/04/2014;;06/05/2024;5126494;526127;1362;1420;Gordona ;SO;Gordona
14691;Velocità Vento;9;m/s;20/03/2014;;06/05/2024;5126494;526127;1362;1420;Gordona ;SO;Gordona
14700;Precipitazione;2;mm;20/03/2014;;06/05/2024;5126494;526127;1362;1420;Gordona ;SO;Gordona
14702;Direzione Vento;10;°;19/06/2014;;06/05/2024;4973248;515391;501;856;Fortunago ;PV;Fortunago
